sample_id,phi_prediction,phi_correctness,phi_cost,mistralai/mistral-7b-chat_correctness,mistralai/mistral-7b-chat_cost,WizardLM/WizardLM-13B-V1.2_correctness,WizardLM/WizardLM-13B-V1.2_cost,mistralai/mixtral-8x7b-chat_correctness,mistralai/mixtral-8x7b-chat_cost,meta/code-llama-instruct-34b-chat_correctness,meta/code-llama-instruct-34b-chat_cost,gpt-4-1106-preview_correctness,gpt-4-1106-preview_cost
mmlu-professional-law.val.416,mistralai/mistral-7b-chat,0.0,4.860000000000001e-05,0.0,4.860000000000001e-05,1.0,7.29e-05,1.0,0.0001458,0.0,0.000188568,1.0,0.00244
mmlu-professional-law.val.131,mistralai/mistral-7b-chat,1.0,5e-05,1.0,5e-05,0.0,7.5e-05,1.0,0.00015,0.0,0.000194,1.0,0.00254
mmlu-professional-law.val.15,mistralai/mistral-7b-chat,0.0,3.94e-05,0.0,3.94e-05,0.0,5.91e-05,1.0,0.0001182,0.0,0.0001528719999999,1.0,0.00198
mmlu-professional-law.val.688,mistralai/mistral-7b-chat,0.0,4.9600000000000006e-05,0.0,4.9600000000000006e-05,1.0,7.439999999999999e-05,1.0,0.0001487999999999,0.0,0.000192448,1.0,0.00252
mmlu-professional-law.val.404,mistralai/mistral-7b-chat,0.0,4.4000000000000006e-05,0.0,4.4000000000000006e-05,0.0,6.599999999999999e-05,1.0,0.0001319999999999,0.0,0.00017072,1.0,0.00221
mmlu-professional-law.val.528,mistralai/mistral-7b-chat,0.0,6.3e-05,0.0,6.3e-05,0.0,9.45e-05,0.0,0.0001889999999999,0.0,0.00024444,1.0,0.00316
mmlu-professional-law.val.714,mistralai/mistral-7b-chat,0.0,6.0200000000000006e-05,0.0,6.0200000000000006e-05,1.0,9.03e-05,1.0,0.0001806,0.0,0.000233576,1.0,0.00302
mmlu-professional-law.val.1038,gpt-4-1106-preview,1.0,0.00243,0.0,4.84e-05,0.0,7.26e-05,1.0,0.0001452,0.0,0.000187792,1.0,0.00243
mmlu-professional-law.val.726,mistralai/mistral-7b-chat,0.0,6.0200000000000006e-05,0.0,6.0200000000000006e-05,0.0,9.03e-05,1.0,0.0001806,0.0,0.000233576,1.0,0.00302
mmlu-professional-law.val.265,gpt-4-1106-preview,1.0,0.00225,0.0,4.480000000000001e-05,0.0,6.72e-05,0.0,0.0001344,0.0,0.0001738239999999,1.0,0.00225
mmlu-professional-law.val.844,mistralai/mistral-7b-chat,0.0,6e-05,0.0,6e-05,0.0,8.999999999999999e-05,1.0,0.0001799999999999,0.0,0.0002328,1.0,0.00301
mmlu-professional-law.val.695,mistralai/mistral-7b-chat,0.0,6.819999999999999e-05,0.0,6.819999999999999e-05,1.0,0.0001023,0.0,0.0002046,0.0,0.000264616,0.0,0.00342
mmlu-professional-law.val.910,gpt-4-1106-preview,1.0,0.00244,0.0,4.860000000000001e-05,0.0,7.29e-05,1.0,0.0001458,0.0,0.000188568,1.0,0.00244
mmlu-professional-law.val.1344,mistralai/mixtral-8x7b-chat,1.0,0.0003492,1.0,0.0001164,0.0,0.0001746,1.0,0.0003492,0.0,0.000451632,1.0,0.0058299999999999
mmlu-professional-law.val.1416,mistralai/mistral-7b-chat,0.0,6.1000000000000005e-05,0.0,6.1000000000000005e-05,1.0,9.15e-05,0.0,0.0001829999999999,0.0,0.00023668,0.0,0.00306
mmlu-professional-law.val.591,mistralai/mistral-7b-chat,1.0,4.7e-05,1.0,4.7e-05,0.0,7.049999999999999e-05,1.0,0.0001409999999999,0.0,0.0001823599999999,0.0,0.00236
mmlu-professional-law.val.342,mistralai/mixtral-8x7b-chat,1.0,0.0001242,0.0,4.14e-05,1.0,6.21e-05,1.0,0.0001242,0.0,0.000160632,1.0,0.00208
mmlu-professional-law.val.800,mistralai/mistral-7b-chat,0.0,4.8e-05,0.0,4.8e-05,0.0,7.199999999999999e-05,1.0,0.0001439999999999,0.0,0.00018624,0.0,0.00241
mmlu-professional-law.val.266,mistralai/mistral-7b-chat,1.0,6.14e-05,1.0,6.14e-05,0.0,9.21e-05,1.0,0.0001842,0.0,0.000238232,1.0,0.00308
mmlu-professional-law.val.194,mistralai/mistral-7b-chat,1.0,5.380000000000001e-05,1.0,5.380000000000001e-05,0.0,8.07e-05,0.0,0.0001614,0.0,0.000208744,0.0,0.0027
mmlu-professional-law.val.1006,mistralai/mistral-7b-chat,0.0,4.780000000000001e-05,0.0,4.780000000000001e-05,0.0,7.17e-05,0.0,0.0001434,0.0,0.0001854639999999,0.0,0.0024
mmlu-professional-law.val.1175,mistralai/mixtral-8x7b-chat,0.0,0.0001848,1.0,6.159999999999999e-05,0.0,9.24e-05,0.0,0.0001848,0.0,0.000239008,0.0,0.00309
mmlu-professional-law.val.1076,mistralai/mistral-7b-chat,0.0,5.780000000000001e-05,0.0,5.780000000000001e-05,1.0,8.669999999999999e-05,1.0,0.0001733999999999,0.0,0.000224264,1.0,0.0029
mmlu-professional-law.val.1186,mistralai/mistral-7b-chat,0.0,4.1800000000000006e-05,0.0,4.1800000000000006e-05,0.0,6.269999999999999e-05,1.0,0.0001253999999999,0.0,0.000162184,1.0,0.00213
mmlu-professional-law.val.442,mistralai/mistral-7b-chat,0.0,6.68e-05,0.0,6.68e-05,0.0,0.0001002,1.0,0.0002004,0.0,0.000259184,0.0,0.00335
mmlu-professional-law.val.920,mistralai/mistral-7b-chat,0.0,1.8800000000000003e-05,0.0,1.8800000000000003e-05,1.0,2.82e-05,0.0,5.64e-05,0.0,7.2944e-05,0.0,0.00095
mmlu-professional-law.val.938,mistralai/mistral-7b-chat,0.0,5.14e-05,0.0,5.14e-05,0.0,7.71e-05,1.0,0.0001542,0.0,0.0001994319999999,1.0,0.00261
mmlu-professional-law.val.1156,mistralai/mistral-7b-chat,0.0,5.9e-05,0.0,5.9e-05,0.0,8.85e-05,0.0,0.000177,0.0,0.0002289199999999,1.0,0.00296
mmlu-professional-law.val.1017,mistralai/mistral-7b-chat,1.0,5.56e-05,1.0,5.56e-05,0.0,8.34e-05,0.0,0.0001668,0.0,0.000215728,1.0,0.00279
mmlu-professional-law.val.79,mistralai/mistral-7b-chat,0.0,4.380000000000001e-05,0.0,4.380000000000001e-05,0.0,6.57e-05,1.0,0.0001314,0.0,0.0001699439999999,1.0,0.00223
mmlu-professional-law.val.809,mistralai/mistral-7b-chat,0.0,5.080000000000001e-05,0.0,5.080000000000001e-05,0.0,7.62e-05,0.0,0.0001524,0.0,0.0001971039999999,0.0,0.00258
mmlu-professional-law.val.30,mistralai/mistral-7b-chat,1.0,3.320000000000001e-05,1.0,3.320000000000001e-05,1.0,4.98e-05,0.0,9.96e-05,1.0,0.000128816,0.0,0.00167
mmlu-professional-law.val.553,gpt-4-1106-preview,1.0,0.00307,1.0,6.120000000000001e-05,0.0,9.18e-05,1.0,0.000183,0.0,0.0002374559999999,1.0,0.00307
mmlu-professional-law.val.580,mistralai/mistral-7b-chat,1.0,4.1200000000000005e-05,1.0,4.1200000000000005e-05,0.0,6.18e-05,1.0,0.0001236,0.0,0.000159856,0.0,0.0021
mmlu-professional-law.val.996,mistralai/mistral-7b-chat,1.0,5.520000000000001e-05,1.0,5.520000000000001e-05,0.0,8.280000000000001e-05,1.0,0.0001656,0.0,0.0002141759999999,1.0,0.00277
mmlu-professional-law.val.1045,gpt-4-1106-preview,1.0,0.00294,0.0,5.860000000000001e-05,0.0,8.79e-05,0.0,0.0001758,0.0,0.0002273679999999,1.0,0.00294
mmlu-professional-law.val.22,mistralai/mistral-7b-chat,0.0,5.720000000000001e-05,0.0,5.720000000000001e-05,1.0,8.58e-05,1.0,0.0001716,0.0,0.000221936,1.0,0.00287
mmlu-professional-law.val.708,mistralai/mistral-7b-chat,0.0,5.2e-05,0.0,5.2e-05,0.0,7.8e-05,0.0,0.0001553999999999,0.0,0.00020176,1.0,0.00261
mmlu-professional-law.val.962,gpt-4-1106-preview,1.0,0.00251,0.0,5e-05,0.0,7.5e-05,1.0,0.00015,0.0,0.000194,1.0,0.00251
mmlu-professional-law.val.868,mistralai/mistral-7b-chat,0.0,4.7e-05,0.0,4.7e-05,0.0,7.049999999999999e-05,1.0,0.0001409999999999,0.0,0.0001823599999999,1.0,0.00236
mmlu-professional-law.val.1401,mistralai/mistral-7b-chat,1.0,6.7e-05,1.0,6.7e-05,0.0,0.0001004999999999,0.0,0.0002009999999999,0.0,0.00025996,0.0,0.00336
mmlu-professional-law.val.17,mistralai/mistral-7b-chat,0.0,6.500000000000001e-05,0.0,6.500000000000001e-05,1.0,9.75e-05,0.0,0.000195,0.0,0.0002522,0.0,0.00329
mmlu-professional-law.val.527,mistralai/mistral-7b-chat,0.0,5.14e-05,0.0,5.14e-05,1.0,7.71e-05,1.0,0.0001542,0.0,0.0001994319999999,1.0,0.00258
mmlu-professional-law.val.139,mistralai/mistral-7b-chat,1.0,9.06e-05,1.0,9.06e-05,1.0,0.0001358999999999,1.0,0.0002717999999999,0.0,0.000351528,1.0,0.00454
mmlu-professional-law.val.854,mistralai/mixtral-8x7b-chat,0.0,0.0001566,0.0,5.220000000000001e-05,0.0,7.83e-05,0.0,0.0001566,0.0,0.000202536,0.0,0.00262
mmlu-professional-law.val.1207,mistralai/mixtral-8x7b-chat,0.0,0.0001026,0.0,3.4200000000000005e-05,0.0,5.13e-05,0.0,0.0001026,0.0,0.000132696,0.0,0.00172
mmlu-professional-law.val.659,mistralai/mistral-7b-chat,0.0,5.64e-05,0.0,5.64e-05,1.0,8.46e-05,1.0,0.0001692,0.0,0.000218832,1.0,0.00283
mmlu-professional-law.val.906,gpt-4-1106-preview,1.0,0.00206,1.0,4.100000000000001e-05,0.0,6.149999999999999e-05,0.0,0.0001229999999999,0.0,0.0001590799999999,1.0,0.00206
mmlu-professional-law.val.382,mistralai/mistral-7b-chat,0.0,6.939999999999999e-05,0.0,6.939999999999999e-05,0.0,0.0001041,0.0,0.0002082,0.0,0.000269272,0.0,0.00351
mmlu-professional-law.val.1533,mistralai/mixtral-8x7b-chat,1.0,0.000207,0.0,6.900000000000001e-05,0.0,0.0001035,1.0,0.000207,0.0,0.00026772,1.0,0.00346
mmlu-professional-law.val.1188,mistralai/mistral-7b-chat,0.0,5.06e-05,0.0,5.06e-05,1.0,7.59e-05,1.0,0.0001518,0.0,0.000196328,1.0,0.00254
mmlu-professional-law.val.869,mistralai/mistral-7b-chat,0.0,4.56e-05,0.0,4.56e-05,1.0,6.84e-05,1.0,0.0001368,0.0,0.000176928,1.0,0.00229
mmlu-professional-law.val.687,mistralai/mistral-7b-chat,0.0,4.3e-05,0.0,4.3e-05,1.0,6.45e-05,0.0,0.000129,0.0,0.00016684,0.0,0.00216
mmlu-professional-law.val.565,gpt-4-1106-preview,1.0,0.00323,0.0,6.44e-05,0.0,9.66e-05,1.0,0.0001932,0.0,0.000249872,1.0,0.00323
mmlu-professional-law.val.1442,mistralai/mistral-7b-chat,1.0,7.8e-05,1.0,7.8e-05,0.0,0.000117,1.0,0.000234,0.0,0.00030264,1.0,0.00391
mmlu-professional-law.val.1059,mistralai/mistral-7b-chat,1.0,7.319999999999999e-05,1.0,7.319999999999999e-05,0.0,0.0001098,0.0,0.0002196,0.0,0.000284016,0.0,0.00367
mmlu-professional-law.val.468,mistralai/mistral-7b-chat,0.0,4.84e-05,0.0,4.84e-05,1.0,7.26e-05,0.0,0.0001452,0.0,0.000187792,1.0,0.00243
mmlu-professional-law.val.518,mistralai/mistral-7b-chat,1.0,4.7600000000000005e-05,1.0,4.7600000000000005e-05,0.0,7.14e-05,0.0,0.0001428,0.0,0.000184688,0.0,0.00242
mmlu-professional-law.val.689,mistralai/mistral-7b-chat,0.0,7.38e-05,0.0,7.38e-05,1.0,0.0001107,0.0,0.0002214,0.0,0.000286344,0.0,0.0037
mmlu-professional-law.val.1090,mistralai/mistral-7b-chat,0.0,2.32e-05,0.0,2.32e-05,0.0,3.48e-05,0.0,6.96e-05,0.0,9.0016e-05,0.0,0.00117
mmlu-professional-law.val.1130,mistralai/mistral-7b-chat,1.0,3.24e-05,1.0,3.24e-05,1.0,4.86e-05,1.0,9.72e-05,0.0,0.000125712,1.0,0.00166
mmlu-professional-law.val.982,mistralai/mixtral-8x7b-chat,0.0,0.0002118,0.0,7.06e-05,0.0,0.0001059,0.0,0.0002118,0.0,0.000273928,0.0,0.00354
mmlu-professional-law.val.1124,gpt-4-1106-preview,0.0,0.00167,0.0,3.2600000000000006e-05,0.0,4.89e-05,0.0,9.78e-05,0.0,0.0001264879999999,0.0,0.00167
mmlu-professional-law.val.802,mistralai/mistral-7b-chat,1.0,6.24e-05,1.0,6.24e-05,0.0,9.36e-05,1.0,0.0001872,0.0,0.000242112,0.0,0.00313
mmlu-professional-law.val.1293,mistralai/mistral-7b-chat,0.0,3.02e-05,0.0,3.02e-05,0.0,4.53e-05,0.0,9.06e-05,0.0,0.000117176,0.0,0.00155
mmlu-professional-law.val.88,mistralai/mistral-7b-chat,1.0,5.080000000000001e-05,1.0,5.080000000000001e-05,0.0,7.62e-05,1.0,0.0001524,0.0,0.0001971039999999,0.0,0.00255
mmlu-professional-law.val.187,gpt-4-1106-preview,1.0,0.002,0.0,3.980000000000001e-05,0.0,5.97e-05,1.0,0.0001193999999999,0.0,0.000154424,1.0,0.002
mmlu-professional-law.val.94,mistralai/mistral-7b-chat,1.0,3.3400000000000005e-05,1.0,3.3400000000000005e-05,0.0,5.01e-05,0.0,0.0001002,0.0,0.000129592,1.0,0.00168
mmlu-professional-law.val.1261,mistralai/mistral-7b-chat,0.0,5.420000000000001e-05,0.0,5.420000000000001e-05,1.0,8.13e-05,1.0,0.0001626,0.0,0.0002102959999999,1.0,0.00272
mmlu-professional-law.val.994,mistralai/mixtral-8x7b-chat,1.0,0.0001314,0.0,4.380000000000001e-05,0.0,6.57e-05,1.0,0.0001314,0.0,0.0001699439999999,1.0,0.0022
mmlu-professional-law.val.198,mistralai/mixtral-8x7b-chat,1.0,0.0001812,0.0,6.04e-05,1.0,9.06e-05,1.0,0.0001812,0.0,0.000234352,1.0,0.00303
mmlu-professional-law.val.1058,gpt-4-1106-preview,1.0,0.00256,0.0,5.1000000000000006e-05,0.0,7.649999999999999e-05,1.0,0.0001529999999999,0.0,0.00019788,1.0,0.00256
mmlu-professional-law.val.1040,mistralai/mixtral-8x7b-chat,0.0,0.0002538,0.0,8.46e-05,0.0,0.0001269,0.0,0.0002538,0.0,0.000328248,0.0,0.00424
mmlu-professional-law.val.107,gpt-4-1106-preview,1.0,0.00164,0.0,3.2600000000000006e-05,0.0,4.89e-05,1.0,9.78e-05,0.0,0.0001264879999999,1.0,0.00164
mmlu-professional-law.val.793,mistralai/mistral-7b-chat,0.0,6.58e-05,0.0,6.58e-05,0.0,9.87e-05,0.0,0.0001974,0.0,0.000255304,0.0,0.0033
mmlu-professional-law.val.1159,mistralai/mistral-7b-chat,0.0,3.64e-05,0.0,3.64e-05,1.0,5.46e-05,0.0,0.0001092,0.0,0.000141232,0.0,0.00183
mmlu-professional-law.val.496,mistralai/mistral-7b-chat,0.0,5.280000000000001e-05,0.0,5.280000000000001e-05,0.0,7.92e-05,1.0,0.0001584,0.0,0.000204864,1.0,0.00265
mmlu-professional-law.val.192,mistralai/mixtral-8x7b-chat,1.0,0.0001752,0.0,5.84e-05,0.0,8.76e-05,1.0,0.0001752,0.0,0.000226592,1.0,0.00293
mmlu-professional-law.val.1325,mistralai/mistral-7b-chat,0.0,6.4e-05,0.0,6.4e-05,0.0,9.6e-05,0.0,0.0001919999999999,0.0,0.00024832,1.0,0.00321
mmlu-professional-law.val.1180,mistralai/mistral-7b-chat,1.0,5.3200000000000006e-05,1.0,5.3200000000000006e-05,1.0,7.98e-05,1.0,0.0001596,0.0,0.0002064159999999,1.0,0.00267
mmlu-professional-law.val.826,gpt-4-1106-preview,1.0,0.00196,0.0,3.8400000000000005e-05,0.0,5.76e-05,1.0,0.0001152,0.0,0.0001489919999999,1.0,0.00196
mmlu-professional-law.val.1403,mistralai/mixtral-8x7b-chat,1.0,0.0002184,0.0,7.280000000000001e-05,1.0,0.0001092,1.0,0.0002184,0.0,0.000282464,1.0,0.00365
mmlu-professional-law.val.1358,mistralai/mistral-7b-chat,1.0,8.14e-05,1.0,8.14e-05,0.0,0.0001220999999999,0.0,0.0002441999999999,0.0,0.000315832,0.0,0.0040799999999999
mmlu-professional-law.val.306,mistralai/mistral-7b-chat,1.0,4.280000000000001e-05,1.0,4.280000000000001e-05,0.0,6.42e-05,0.0,0.0001284,0.0,0.000166064,0.0,0.00215
mmlu-professional-law.val.804,mistralai/mistral-7b-chat,0.0,5.76e-05,0.0,5.76e-05,0.0,8.64e-05,0.0,0.0001728,0.0,0.0002234879999999,1.0,0.00289
mmlu-professional-law.val.296,mistralai/mixtral-8x7b-chat,1.0,0.000111,0.0,3.7000000000000005e-05,1.0,5.55e-05,1.0,0.000111,0.0,0.00014356,1.0,0.00186
mmlu-professional-law.val.666,mistralai/mistral-7b-chat,1.0,3.4000000000000007e-05,1.0,3.4000000000000007e-05,0.0,5.1e-05,1.0,0.000102,0.0,0.0001319199999999,1.0,0.00174
mmlu-professional-law.val.1229,mistralai/mistral-7b-chat,0.0,5.1000000000000006e-05,0.0,5.1000000000000006e-05,0.0,7.649999999999999e-05,0.0,0.0001529999999999,0.0,0.00019788,1.0,0.00256
mmlu-professional-law.val.378,mistralai/mistral-7b-chat,1.0,5.1000000000000006e-05,1.0,5.1000000000000006e-05,0.0,7.649999999999999e-05,1.0,0.0001529999999999,0.0,0.00019788,0.0,0.00256
mmlu-professional-law.val.44,mistralai/mistral-7b-chat,0.0,5.380000000000001e-05,0.0,5.380000000000001e-05,0.0,8.07e-05,1.0,0.0001614,0.0,0.000208744,1.0,0.0027
mmlu-professional-law.val.1215,mistralai/mistral-7b-chat,0.0,7.319999999999999e-05,0.0,7.319999999999999e-05,0.0,0.0001098,0.0,0.0002196,0.0,0.000284016,1.0,0.00367
mmlu-professional-law.val.801,gpt-4-1106-preview,1.0,0.00171,1.0,3.3400000000000005e-05,0.0,5.01e-05,1.0,0.0001002,0.0,0.000129592,1.0,0.00171
mmlu-professional-law.val.261,mistralai/mistral-7b-chat,0.0,3.460000000000001e-05,0.0,3.460000000000001e-05,0.0,5.19e-05,0.0,0.0001038,0.0,0.0001342479999999,1.0,0.00174
mmlu-professional-law.val.388,mistralai/mistral-7b-chat,0.0,5.0400000000000005e-05,0.0,5.0400000000000005e-05,0.0,7.56e-05,0.0,0.0001512,0.0,0.000195552,1.0,0.00253
mmlu-professional-law.val.652,mistralai/mixtral-8x7b-chat,1.0,0.0001176,0.0,3.92e-05,0.0,5.88e-05,1.0,0.0001176,0.0,0.000152096,1.0,0.00197
mmlu-professional-law.val.665,mistralai/mistral-7b-chat,1.0,5.12e-05,1.0,5.12e-05,0.0,7.680000000000001e-05,1.0,0.0001536,0.0,0.000198656,1.0,0.0026
mmlu-professional-law.val.164,mistralai/mixtral-8x7b-chat,1.0,0.0001733999999999,0.0,5.780000000000001e-05,1.0,8.669999999999999e-05,1.0,0.0001733999999999,0.0,0.000224264,1.0,0.0029
mmlu-professional-law.val.373,mistralai/mistral-7b-chat,0.0,5.720000000000001e-05,0.0,5.720000000000001e-05,0.0,8.58e-05,0.0,0.0001716,0.0,0.000221936,0.0,0.00287
mmlu-professional-law.val.32,mistralai/mixtral-8x7b-chat,0.0,0.000267,0.0,8.900000000000001e-05,0.0,0.0001335,0.0,0.000267,0.0,0.00034532,1.0,0.0044599999999999
mmlu-professional-law.val.692,mistralai/mistral-7b-chat,0.0,5.06e-05,0.0,5.06e-05,0.0,7.59e-05,0.0,0.0001518,0.0,0.000196328,1.0,0.00254
mmlu-professional-law.val.1133,mistralai/mistral-7b-chat,0.0,5.56e-05,0.0,5.56e-05,1.0,8.34e-05,0.0,0.0001668,0.0,0.000215728,1.0,0.00282
mmlu-professional-law.val.236,mistralai/mistral-7b-chat,0.0,4.160000000000001e-05,0.0,4.160000000000001e-05,1.0,6.24e-05,0.0,0.0001248,0.0,0.0001614079999999,1.0,0.00209
mmlu-professional-law.val.1237,gpt-4-1106-preview,1.0,0.002,0.0,3.980000000000001e-05,0.0,5.97e-05,0.0,0.0001193999999999,0.0,0.000154424,1.0,0.002
mmlu-professional-law.val.1431,mistralai/mixtral-8x7b-chat,0.0,7.259999999999999e-05,1.0,2.42e-05,1.0,3.63e-05,0.0,7.259999999999999e-05,0.0,9.3896e-05,0.0,0.00122
mmlu-professional-law.val.812,mistralai/mistral-7b-chat,0.0,6.0200000000000006e-05,0.0,6.0200000000000006e-05,0.0,9.03e-05,1.0,0.0001806,0.0,0.000233576,1.0,0.00302
mmlu-professional-law.val.736,mistralai/mistral-7b-chat,1.0,6.46e-05,1.0,6.46e-05,0.0,9.69e-05,1.0,0.0001938,0.0,0.000250648,0.0,0.00324
mmlu-professional-law.val.1333,mistralai/mistral-7b-chat,1.0,5.980000000000001e-05,1.0,5.980000000000001e-05,1.0,8.97e-05,1.0,0.0001794,0.0,0.000232024,1.0,0.003
mmlu-professional-law.val.1039,mistralai/mistral-7b-chat,1.0,5.1800000000000005e-05,1.0,5.1800000000000005e-05,1.0,7.769999999999999e-05,1.0,0.0001547999999999,0.0,0.000200984,1.0,0.0026
mmlu-professional-law.val.1294,mistralai/mixtral-8x7b-chat,0.0,0.0002483999999999,0.0,8.280000000000001e-05,1.0,0.0001241999999999,0.0,0.0002483999999999,0.0,0.000321264,1.0,0.00415
mmlu-professional-law.val.1394,mistralai/mistral-7b-chat,1.0,6.96e-05,1.0,6.96e-05,0.0,0.0001044,0.0,0.0002088,0.0,0.0002700479999999,0.0,0.00349
mmlu-professional-law.val.557,mistralai/mixtral-8x7b-chat,0.0,0.0001962,0.0,6.539999999999999e-05,0.0,9.81e-05,0.0,0.0001962,0.0,0.000253752,1.0,0.00328
mmlu-professional-law.val.349,mistralai/mistral-7b-chat,0.0,6.659999999999999e-05,0.0,6.659999999999999e-05,0.0,9.99e-05,0.0,0.0001998,0.0,0.0002584079999999,0.0,0.00334
mmlu-professional-law.val.158,mistralai/mistral-7b-chat,1.0,7.1e-05,1.0,7.1e-05,0.0,0.0001064999999999,0.0,0.0002129999999999,0.0,0.00027548,1.0,0.00356
mmlu-professional-law.val.1078,mistralai/mistral-7b-chat,0.0,9.14e-05,0.0,9.14e-05,1.0,0.0001371,1.0,0.0002742,0.0,0.0003546319999999,1.0,0.00458
mmlu-professional-law.val.1113,mistralai/mistral-7b-chat,1.0,4.160000000000001e-05,1.0,4.160000000000001e-05,0.0,6.24e-05,1.0,0.0001248,0.0,0.0001614079999999,1.0,0.00209
mmlu-professional-law.val.657,mistralai/mistral-7b-chat,0.0,6.88e-05,0.0,6.88e-05,0.0,0.0001032,0.0,0.0002064,0.0,0.0002669439999999,1.0,0.00345
mmlu-professional-law.val.87,mistralai/mistral-7b-chat,0.0,5.220000000000001e-05,0.0,5.220000000000001e-05,0.0,7.83e-05,0.0,0.0001566,0.0,0.000202536,0.0,0.00262
mmlu-professional-law.val.1326,mistralai/mistral-7b-chat,0.0,5.520000000000001e-05,0.0,5.520000000000001e-05,1.0,8.280000000000001e-05,1.0,0.0001656,0.0,0.0002141759999999,1.0,0.00277
mmlu-professional-law.val.1026,mistralai/mixtral-8x7b-chat,1.0,0.0001584,0.0,5.280000000000001e-05,1.0,7.92e-05,1.0,0.0001584,0.0,0.000204864,1.0,0.00265
mmlu-professional-law.val.549,mistralai/mixtral-8x7b-chat,0.0,7.62e-05,0.0,2.54e-05,1.0,3.81e-05,0.0,7.62e-05,0.0,9.8552e-05,1.0,0.00128
mmlu-professional-law.val.1395,gpt-4-1106-preview,1.0,0.00201,1.0,3.94e-05,0.0,5.91e-05,0.0,0.0001182,0.0,0.0001528719999999,1.0,0.00201
mmlu-professional-law.val.1460,mistralai/mixtral-8x7b-chat,1.0,0.0002238,0.0,7.46e-05,0.0,0.0001119,1.0,0.0002238,0.0,0.000289448,1.0,0.00374
mmlu-professional-law.val.888,mistralai/mixtral-8x7b-chat,1.0,0.0001026,1.0,3.4200000000000005e-05,0.0,5.13e-05,1.0,0.0001026,0.0,0.000132696,0.0,0.00175
mmlu-professional-law.val.822,mistralai/mistral-7b-chat,0.0,6.6e-05,0.0,6.6e-05,0.0,9.9e-05,1.0,0.000198,0.0,0.00025608,1.0,0.00331
mmlu-professional-law.val.430,gpt-4-1106-preview,1.0,0.00236,0.0,4.7e-05,0.0,7.049999999999999e-05,0.0,0.0001409999999999,0.0,0.0001823599999999,1.0,0.00236
mmlu-professional-law.val.1197,mistralai/mistral-7b-chat,1.0,5.62e-05,1.0,5.62e-05,0.0,8.43e-05,1.0,0.0001686,0.0,0.000218056,1.0,0.00282
mmlu-professional-law.val.981,mistralai/mistral-7b-chat,0.0,5.84e-05,0.0,5.84e-05,1.0,8.76e-05,1.0,0.0001752,0.0,0.000226592,1.0,0.00293
mmlu-professional-law.val.1469,mistralai/mistral-7b-chat,0.0,4.2e-05,0.0,4.2e-05,0.0,6.3e-05,0.0,0.000126,0.0,0.00016296,0.0,0.00214
mmlu-professional-law.val.76,gpt-4-1106-preview,1.0,0.00198,1.0,3.94e-05,0.0,5.91e-05,0.0,0.0001182,0.0,0.0001528719999999,1.0,0.00198
mmlu-professional-law.val.1222,mistralai/mistral-7b-chat,0.0,4.6200000000000005e-05,0.0,4.6200000000000005e-05,0.0,6.93e-05,1.0,0.0001386,0.0,0.000179256,0.0,0.00232
mmlu-professional-law.val.506,gpt-4-1106-preview,0.0,0.00339,1.0,6.76e-05,0.0,0.0001014,0.0,0.0002028,0.0,0.0002622879999999,0.0,0.00339
mmlu-professional-law.val.1221,mistralai/mistral-7b-chat,1.0,4.780000000000001e-05,1.0,4.780000000000001e-05,0.0,7.17e-05,0.0,0.0001434,0.0,0.0001854639999999,1.0,0.0024
mmlu-professional-law.val.288,mistralai/mistral-7b-chat,0.0,5.7400000000000006e-05,0.0,5.7400000000000006e-05,1.0,8.61e-05,0.0,0.0001722,0.0,0.000222712,0.0,0.00288
mmlu-professional-law.val.555,mistralai/mistral-7b-chat,0.0,5.980000000000001e-05,0.0,5.980000000000001e-05,1.0,8.97e-05,0.0,0.0001787999999999,0.0,0.000232024,0.0,0.003
mmlu-professional-law.val.635,mistralai/mixtral-8x7b-chat,1.0,0.0001758,0.0,5.860000000000001e-05,0.0,8.79e-05,1.0,0.0001758,0.0,0.0002273679999999,1.0,0.00294
mmlu-professional-law.val.318,mistralai/mistral-7b-chat,0.0,5e-05,0.0,5e-05,0.0,7.5e-05,0.0,0.00015,0.0,0.000194,1.0,0.00251
mmlu-professional-law.val.152,mistralai/mistral-7b-chat,0.0,5.300000000000001e-05,0.0,5.300000000000001e-05,0.0,7.95e-05,1.0,0.000159,0.0,0.00020564,1.0,0.00266
mmlu-professional-law.val.1454,mistralai/mistral-7b-chat,0.0,3.820000000000001e-05,0.0,3.820000000000001e-05,0.0,5.73e-05,1.0,0.0001146,0.0,0.000148216,0.0,0.00195
mmlu-professional-law.val.999,mistralai/mixtral-8x7b-chat,0.0,0.0002694,0.0,8.98e-05,0.0,0.0001347,0.0,0.0002694,0.0,0.000348424,0.0,0.0045
mmlu-professional-law.val.886,mistralai/mixtral-8x7b-chat,1.0,5.04e-05,0.0,1.6800000000000002e-05,0.0,2.52e-05,1.0,5.04e-05,0.0,6.5184e-05,1.0,0.00085
mmlu-professional-law.val.93,mistralai/mixtral-8x7b-chat,1.0,5.1e-05,0.0,1.7e-05,0.0,2.55e-05,1.0,5.1e-05,0.0,6.596e-05,1.0,0.00086
mmlu-professional-law.val.903,mistralai/mistral-7b-chat,0.0,4.8e-05,0.0,4.8e-05,1.0,7.199999999999999e-05,1.0,0.0001439999999999,0.0,0.00018624,1.0,0.00241
